date,datetime,cash_type,card,money(Ksh),coffee_name
3/1/2024,15:50.5,card,ANON-0000-0000-0001,121.905,Latte
3/1/2024,19:22.5,card,ANON-0000-0000-0002,121.905,Hot Chocolate
3/1/2024,20:18.1,card,ANON-0000-0000-0002,121.905,Hot Chocolate
3/1/2024,46:33.0,card,ANON-0000-0000-0003,91.035,Americano
3/1/2024,48:14.6,card,ANON-0000-0000-0004,121.905,Latte
3/1/2024,39:47.7,card,ANON-0000-0000-0005,106.47,Americano with Milk
3/1/2024,19:02.8,card,ANON-0000-0000-0006,121.905,Hot Chocolate
3/1/2024,39:03.6,card,ANON-0000-0000-0007,106.47,Americano with Milk
3/1/2024,22:01.8,card,ANON-0000-0000-0008,121.905,Cocoa
3/1/2024,23:15.9,card,ANON-0000-0000-0008,106.47,Americano with Milk
3/1/2024,29:17.4,card,ANON-0000-0000-0009,106.47,Americano with Milk
3/2/2024,22:07.0,card,ANON-0000-0000-0010,91.035,Americano
3/2/2024,30:35.7,cash,,126,Latte
3/2/2024,41:41.2,card,ANON-0000-0000-0011,106.47,Americano with Milk
3/2/2024,59:45.5,card,ANON-0000-0000-0012,106.47,Americano with Milk
3/2/2024,38:35.5,card,ANON-0000-0000-0013,91.035,Americano
3/2/2024,37:24.5,card,ANON-0000-0000-0014,106.47,Americano with Milk
3/2/2024,34:55.0,card,ANON-0000-0000-0004,91.035,Americano
3/3/2024,10:44.0,cash,,126,Latte
3/3/2024,27:18.6,card,ANON-0000-0000-0015,121.905,Latte
3/3/2024,33:56.1,card,ANON-0000-0000-0016,91.035,Cortado
3/3/2024,26:56.1,card,ANON-0000-0000-0012,91.035,Americano
3/3/2024,09:36.3,card,ANON-0000-0000-0017,121.905,Hot Chocolate
3/3/2024,06:40.3,card,ANON-0000-0000-0018,121.905,Cocoa
3/3/2024,08:45.9,card,ANON-0000-0000-0019,91.035,Cortado
3/3/2024,03:23.4,card,ANON-0000-0000-0020,106.47,Americano with Milk
3/3/2024,04:27.9,card,ANON-0000-0000-0020,106.47,Americano with Milk
3/3/2024,08:05.0,card,ANON-0000-0000-0020,121.905,Hot Chocolate
3/4/2024,03:52.0,card,ANON-0000-0000-0001,121.905,Latte
3/4/2024,54:51.0,card,ANON-0000-0000-0021,121.905,Latte
3/4/2024,05:16.2,card,ANON-0000-0000-0012,106.47,Americano with Milk
3/4/2024,04:37.7,card,ANON-0000-0000-0022,75.6,Espresso
3/5/2024,59:52.7,card,ANON-0000-0000-0001,121.905,Latte
3/5/2024,34:56.0,card,ANON-0000-0000-0023,121.905,Latte
3/5/2024,34:06.0,card,ANON-0000-0000-0024,121.905,Latte
3/5/2024,35:25.0,card,ANON-0000-0000-0025,121.905,Hot Chocolate
3/5/2024,36:28.6,card,ANON-0000-0000-0026,121.905,Cocoa
3/5/2024,37:13.7,card,ANON-0000-0000-0027,121.905,Hot Chocolate
3/5/2024,38:09.4,card,ANON-0000-0000-0009,121.905,Hot Chocolate
3/5/2024,56:15.8,card,ANON-0000-0000-0028,91.035,Cortado
3/5/2024,01:31.2,card,ANON-0000-0000-0028,121.905,Hot Chocolate
3/6/2024,30:27.1,cash,,110.25,Americano with Milk
3/6/2024,24:07.7,card,ANON-0000-0000-0012,91.035,Americano
3/6/2024,25:14.4,card,ANON-0000-0000-0012,91.035,Cortado
3/6/2024,52:01.8,card,ANON-0000-0000-0029,121.905,Cappuccino
3/6/2024,53:18.3,card,ANON-0000-0000-0029,121.905,Cappuccino
3/7/2024,08:58.9,cash,,126,Latte
3/7/2024,18:40.5,card,ANON-0000-0000-0030,121.905,Hot Chocolate
3/7/2024,03:59.0,card,ANON-0000-0000-0031,121.905,Latte
3/7/2024,25:44.0,cash,,126,Latte
3/7/2024,40:22.6,card,ANON-0000-0000-0032,91.035,Americano
3/7/2024,41:28.8,card,ANON-0000-0000-0033,106.47,Americano with Milk
3/8/2024,34:41.3,card,ANON-0000-0000-0012,91.035,Cortado
3/8/2024,22:28.7,card,ANON-0000-0000-0034,121.905,Cappuccino
3/8/2024,53:02.0,card,ANON-0000-0000-0035,91.035,Americano
3/8/2024,44:12.7,card,ANON-0000-0000-0012,91.035,Americano
3/8/2024,45:11.0,card,ANON-0000-0000-0033,91.035,Americano
3/8/2024,46:11.2,card,ANON-0000-0000-0012,106.47,Americano with Milk
3/8/2024,57:51.5,card,ANON-0000-0000-0036,121.905,Latte
3/8/2024,59:24.9,card,ANON-0000-0000-0037,121.905,Latte
3/9/2024,49:37.3,cash,,126,Hot Chocolate
3/9/2024,05:15.6,card,ANON-0000-0000-0038,75.6,Espresso
3/9/2024,07:38.3,card,ANON-0000-0000-0039,91.035,Americano
3/9/2024,09:47.7,card,ANON-0000-0000-0012,121.905,Cappuccino
3/9/2024,13:03.5,card,ANON-0000-0000-0040,91.035,Americano
3/9/2024,14:26.5,card,ANON-0000-0000-0040,91.035,Americano
3/9/2024,09:22.2,card,ANON-0000-0000-0041,121.905,Latte
3/9/2024,41:06.2,card,ANON-0000-0000-0042,106.47,Americano with Milk
3/9/2024,53:10.4,card,ANON-0000-0000-0043,91.035,Cortado
3/9/2024,54:36.8,card,ANON-0000-0000-0043,121.905,Cappuccino
3/9/2024,08:01.8,card,ANON-0000-0000-0009,106.47,Americano with Milk
3/9/2024,26:52.9,card,ANON-0000-0000-0044,121.905,Hot Chocolate
3/9/2024,17:57.6,card,ANON-0000-0000-0009,121.905,Cappuccino
3/9/2024,19:10.1,card,ANON-0000-0000-0009,121.905,Hot Chocolate
3/10/2024,44:18.5,cash,,94.5,Americano
3/10/2024,45:29.4,cash,,110.25,Americano with Milk
3/10/2024,06:03.0,cash,,126,Latte
3/10/2024,19:20.8,card,ANON-0000-0000-0045,75.6,Espresso
3/10/2024,51:03.0,cash,,110.25,Americano with Milk
3/10/2024,34:00.5,card,ANON-0000-0000-0046,121.905,Latte
3/10/2024,35:54.7,card,ANON-0000-0000-0046,91.035,Cortado
3/11/2024,18:46.7,cash,,126,Latte
3/11/2024,24:15.0,cash,,126,Cappuccino
3/11/2024,24:51.6,cash,,94.5,Cortado
3/11/2024,26:44.2,cash,,94.5,Americano
3/11/2024,32:58.8,card,ANON-0000-0000-0035,121.905,Cappuccino
3/11/2024,24:26.4,card,ANON-0000-0000-0047,91.035,Americano
3/11/2024,25:45.7,card,ANON-0000-0000-0047,121.905,Latte
3/11/2024,50:49.6,card,ANON-0000-0000-0048,91.035,Cortado
3/12/2024,15:00.3,cash,,126,Latte
3/12/2024,15:34.5,card,ANON-0000-0000-0033,91.035,Americano
3/12/2024,16:24.9,card,ANON-0000-0000-0033,91.035,Cortado
3/12/2024,20:45.6,card,ANON-0000-0000-0049,121.905,Hot Chocolate
3/12/2024,46:23.3,card,ANON-0000-0000-0004,106.47,Americano with Milk
3/12/2024,47:26.0,card,ANON-0000-0000-0004,91.035,Americano
3/12/2024,15:43.3,card,ANON-0000-0000-0050,91.035,Americano
3/13/2024,06:43.0,card,ANON-0000-0000-0048,121.905,Hot Chocolate
3/13/2024,48:16.8,card,ANON-0000-0000-0004,91.035,Americano
3/13/2024,18:06.3,card,ANON-0000-0000-0051,91.035,Americano
3/13/2024,19:05.1,card,ANON-0000-0000-0051,91.035,Americano
3/13/2024,34:30.3,cash,,78.75,Espresso
3/13/2024,26:40.9,card,ANON-0000-0000-0052,106.47,Americano with Milk
3/13/2024,40:22.3,card,ANON-0000-0000-0053,75.6,Espresso
3/13/2024,41:20.4,card,ANON-0000-0000-0053,75.6,Espresso
3/13/2024,47:09.4,card,ANON-0000-0000-0054,75.6,Espresso
3/14/2024,02:12.2,cash,,126,Latte
3/14/2024,28:33.0,card,ANON-0000-0000-0055,121.905,Latte
3/14/2024,29:34.3,card,ANON-0000-0000-0055,121.905,Hot Chocolate
3/14/2024,27:29.5,card,ANON-0000-0000-0012,91.035,Cortado
3/14/2024,28:24.5,card,ANON-0000-0000-0012,91.035,Americano
3/14/2024,51:59.9,card,ANON-0000-0000-0056,106.47,Americano with Milk
3/14/2024,52:56.2,card,ANON-0000-0000-0057,75.6,Espresso
3/14/2024,20:38.4,card,ANON-0000-0000-0058,121.905,Latte
3/14/2024,04:09.5,card,ANON-0000-0000-0059,106.47,Americano with Milk
3/14/2024,54:38.2,card,ANON-0000-0000-0050,75.6,Espresso
3/14/2024,58:55.9,card,ANON-0000-0000-0019,121.905,Hot Chocolate
3/14/2024,00:08.7,card,ANON-0000-0000-0012,91.035,Cortado
3/15/2024,02:16.5,cash,,126,Latte
3/15/2024,53:02.2,card,ANON-0000-0000-0060,121.905,Hot Chocolate
3/15/2024,19:27.9,card,ANON-0000-0000-0012,91.035,Americano
3/16/2024,06:55.2,card,ANON-0000-0000-0061,106.47,Americano with Milk
3/16/2024,07:53.9,card,ANON-0000-0000-0061,91.035,Americano
3/16/2024,58:18.5,card,ANON-0000-0000-0009,91.035,Cortado
3/16/2024,03:21.7,card,ANON-0000-0000-0009,91.035,Cortado
3/16/2024,04:11.4,card,ANON-0000-0000-0012,91.035,Cortado
3/16/2024,58:07.2,card,ANON-0000-0000-0062,106.47,Americano with Milk
3/17/2024,10:21.4,cash,,126,Latte
3/17/2024,55:26.1,card,ANON-0000-0000-0063,91.035,Cortado
3/18/2024,17:59.7,card,ANON-0000-0000-0064,91.035,Cortado
3/18/2024,31:39.7,card,ANON-0000-0000-0003,91.035,Americano
3/18/2024,32:38.2,card,ANON-0000-0000-0003,91.035,Americano
3/18/2024,33:36.7,card,ANON-0000-0000-0003,91.035,Americano
3/19/2024,20:26.0,cash,,94.5,Cortado
3/19/2024,02:21.5,card,ANON-0000-0000-0065,121.905,Latte
3/19/2024,03:19.8,card,ANON-0000-0000-0065,121.905,Latte
3/19/2024,04:36.3,card,ANON-0000-0000-0049,121.905,Hot Chocolate
3/19/2024,53:48.7,card,ANON-0000-0000-0066,106.47,Americano with Milk
3/19/2024,26:32.7,cash,,126,Hot Chocolate
3/20/2024,41:16.4,card,ANON-0000-0000-0012,91.035,Cortado
3/20/2024,21:07.7,cash,,126,Latte
3/20/2024,30:49.0,card,ANON-0000-0000-0049,91.035,Cortado
3/20/2024,16:47.4,card,ANON-0000-0000-0067,121.905,Cappuccino
3/20/2024,42:38.1,card,ANON-0000-0000-0050,121.905,Cocoa
3/20/2024,50:28.8,card,ANON-0000-0000-0068,121.905,Latte
3/21/2024,18:57.0,cash,,126,Cappuccino
3/21/2024,25:09.2,card,ANON-0000-0000-0012,91.035,Cortado
3/21/2024,26:17.4,card,ANON-0000-0000-0012,121.905,Cappuccino
3/21/2024,21:01.5,cash,,94.5,Americano
3/21/2024,22:01.4,card,ANON-0000-0000-0012,91.035,Cortado
3/21/2024,20:36.5,card,ANON-0000-0000-0069,121.905,Latte
3/22/2024,35:53.6,card,ANON-0000-0000-0070,106.47,Americano with Milk
3/22/2024,29:20.3,card,ANON-0000-0000-0071,106.47,Americano with Milk
3/22/2024,15:14.4,cash,,126,Cappuccino
3/22/2024,17:03.7,card,ANON-0000-0000-0012,91.035,Americano
3/22/2024,17:59.0,card,ANON-0000-0000-0012,75.6,Espresso
3/22/2024,20:49.5,card,ANON-0000-0000-0050,91.035,Americano
3/23/2024,43:59.6,card,ANON-0000-0000-0072,121.905,Latte
3/23/2024,45:07.2,card,ANON-0000-0000-0073,106.47,Americano with Milk
3/23/2024,10:07.7,card,ANON-0000-0000-0074,121.905,Cappuccino
3/23/2024,11:12.2,card,ANON-0000-0000-0074,121.905,Cocoa
3/23/2024,44:41.3,card,ANON-0000-0000-0075,106.47,Americano with Milk
3/23/2024,47:19.1,card,ANON-0000-0000-0076,121.905,Latte
3/23/2024,49:33.8,card,ANON-0000-0000-0076,106.47,Americano with Milk
3/23/2024,00:58.4,card,ANON-0000-0000-0009,91.035,Cortado
3/24/2024,03:56.0,cash,,126,Latte
3/24/2024,45:08.4,card,ANON-0000-0000-0077,121.905,Latte
3/25/2024,31:47.2,card,ANON-0000-0000-0009,121.905,Latte
3/25/2024,16:25.7,cash,,110.25,Americano with Milk
3/25/2024,27:09.2,card,ANON-0000-0000-0078,121.905,Latte
3/25/2024,29:25.3,card,ANON-0000-0000-0017,121.905,Latte
3/25/2024,37:30.6,card,ANON-0000-0000-0024,106.47,Americano with Milk
3/25/2024,34:24.5,card,ANON-0000-0000-0079,121.905,Cappuccino
3/26/2024,35:49.7,card,ANON-0000-0000-0055,121.905,Cocoa
3/26/2024,36:36.2,card,ANON-0000-0000-0055,121.905,Latte
3/26/2024,42:30.2,card,ANON-0000-0000-0080,121.905,Latte
3/26/2024,11:47.3,card,ANON-0000-0000-0009,91.035,Cortado
3/26/2024,35:52.8,card,ANON-0000-0000-0003,91.035,Americano
3/26/2024,36:49.6,card,ANON-0000-0000-0032,91.035,Cortado
3/26/2024,37:59.7,card,ANON-0000-0000-0059,91.035,Cortado
3/26/2024,57:53.7,card,ANON-0000-0000-0050,91.035,Americano
3/26/2024,48:02.3,card,ANON-0000-0000-0081,121.905,Latte
3/26/2024,33:38.6,card,ANON-0000-0000-0024,121.905,Latte
3/26/2024,34:54.6,card,ANON-0000-0000-0009,121.905,Hot Chocolate
3/27/2024,04:51.2,card,ANON-0000-0000-0003,91.035,Cortado
3/27/2024,05:58.2,card,ANON-0000-0000-0003,106.47,Americano with Milk
3/27/2024,57:00.5,card,ANON-0000-0000-0082,106.47,Americano with Milk
3/27/2024,35:20.0,card,ANON-0000-0000-0083,121.905,Hot Chocolate
3/27/2024,22:31.7,card,ANON-0000-0000-0012,121.905,Cappuccino
3/27/2024,23:35.4,card,ANON-0000-0000-0012,91.035,Americano
3/27/2024,30:11.8,card,ANON-0000-0000-0084,91.035,Cortado
3/27/2024,31:12.4,cash,,126,Latte
3/28/2024,24:47.1,card,ANON-0000-0000-0085,91.035,Cortado
3/28/2024,24:46.2,card,ANON-0000-0000-0012,91.035,Cortado
3/28/2024,27:05.3,card,ANON-0000-0000-0012,91.035,Americano
3/28/2024,32:44.7,card,ANON-0000-0000-0086,121.905,Latte
3/29/2024,56:19.5,card,ANON-0000-0000-0087,121.905,Latte
3/29/2024,34:17.4,card,ANON-0000-0000-0088,121.905,Cappuccino
3/29/2024,41:32.1,card,ANON-0000-0000-0088,121.905,Cappuccino
3/29/2024,22:44.6,cash,,126,Cappuccino
3/30/2024,59:19.9,card,ANON-0000-0000-0069,121.905,Latte
3/30/2024,49:25.8,cash,,126,Cappuccino
3/30/2024,12:31.8,card,ANON-0000-0000-0017,121.905,Latte
3/30/2024,36:40.5,card,ANON-0000-0000-0009,121.905,Latte
3/30/2024,37:57.6,card,ANON-0000-0000-0009,106.47,Americano with Milk
3/31/2024,40:04.5,card,ANON-0000-0000-0089,121.905,Cappuccino
3/31/2024,36:45.0,cash,,94.5,Americano
4/1/2024,28:47.6,card,ANON-0000-0000-0004,91.035,Americano
4/1/2024,29:42.3,card,ANON-0000-0000-0004,106.47,Americano with Milk
4/1/2024,30:43.7,card,ANON-0000-0000-0004,106.47,Americano with Milk
4/1/2024,15:43.8,card,ANON-0000-0000-0009,106.47,Americano with Milk
4/1/2024,01:42.9,cash,,126,Cappuccino
4/1/2024,18:42.4,card,ANON-0000-0000-0024,106.47,Americano with Milk
4/1/2024,45:27.4,card,ANON-0000-0000-0090,121.905,Hot Chocolate
4/2/2024,01:14.0,card,ANON-0000-0000-0001,121.905,Latte
4/2/2024,18:34.2,card,ANON-0000-0000-0003,91.035,Americano
4/2/2024,19:28.5,card,ANON-0000-0000-0003,91.035,Cortado
4/2/2024,59:31.9,cash,,126,Cappuccino
4/3/2024,19:13.6,card,ANON-0000-0000-0003,91.035,Cortado
4/3/2024,20:07.7,card,ANON-0000-0000-0003,91.035,Americano
4/3/2024,12:05.4,card,ANON-0000-0000-0012,121.905,Cappuccino
4/3/2024,36:11.7,cash,,94.5,Cortado
4/4/2024,44:56.0,card,ANON-0000-0000-0091,121.905,Latte
4/4/2024,26:38.1,card,ANON-0000-0000-0092,121.905,Latte
4/4/2024,27:48.4,card,ANON-0000-0000-0093,121.905,Cappuccino
4/4/2024,23:02.2,card,ANON-0000-0000-0094,91.035,Cortado
4/4/2024,42:07.7,cash,,126,Latte
4/5/2024,40:42.7,card,ANON-0000-0000-0095,91.035,Americano
4/5/2024,42:06.2,card,ANON-0000-0000-0012,91.035,Americano
4/5/2024,06:14.6,card,ANON-0000-0000-0096,91.035,Cortado
4/5/2024,14:28.0,card,ANON-0000-0000-0097,106.47,Americano with Milk
4/5/2024,23:40.4,card,ANON-0000-0000-0098,121.905,Latte
4/5/2024,24:50.4,card,ANON-0000-0000-0098,91.035,Cortado
4/5/2024,30:50.4,cash,,126,Latte
4/5/2024,54:15.8,cash,,126,Cappuccino
4/5/2024,55:30.9,cash,,94.5,Americano
4/5/2024,17:44.0,cash,,126,Cocoa
4/5/2024,18:23.6,card,ANON-0000-0000-0003,75.6,Espresso
4/6/2024,32:31.4,card,ANON-0000-0000-0099,106.47,Americano with Milk
4/6/2024,13:18.7,card,ANON-0000-0000-0040,121.905,Cappuccino
4/6/2024,14:27.0,card,ANON-0000-0000-0040,91.035,Americano
4/6/2024,49:50.2,card,ANON-0000-0000-0009,121.905,Latte
4/7/2024,12:53.2,card,ANON-0000-0000-0091,121.905,Latte
4/7/2024,44:31.9,card,ANON-0000-0000-0040,121.905,Cappuccino
4/7/2024,46:05.1,card,ANON-0000-0000-0040,121.905,Cappuccino
4/7/2024,16:24.9,card,ANON-0000-0000-0100,91.035,Cortado
4/7/2024,17:30.6,card,ANON-0000-0000-0100,75.6,Espresso
4/7/2024,01:16.6,card,ANON-0000-0000-0101,121.905,Hot Chocolate
4/7/2024,02:03.9,card,ANON-0000-0000-0101,106.47,Americano with Milk
4/8/2024,58:21.1,card,ANON-0000-0000-0102,106.47,Americano with Milk
4/8/2024,59:27.6,card,ANON-0000-0000-0103,121.905,Cappuccino
4/8/2024,01:20.5,card,ANON-0000-0000-0012,91.035,Americano
4/8/2024,04:47.0,card,ANON-0000-0000-0104,121.905,Cappuccino
4/8/2024,54:25.9,cash,,78.75,Espresso
4/8/2024,43:36.9,cash,,110.25,Americano with Milk
4/8/2024,41:37.8,card,ANON-0000-0000-0017,121.905,Latte
4/8/2024,18:09.7,card,ANON-0000-0000-0105,91.035,Americano
4/8/2024,22:27.5,card,ANON-0000-0000-0024,106.47,Americano with Milk
4/8/2024,23:59.3,card,ANON-0000-0000-0106,121.905,Cappuccino
4/9/2024,22:27.4,cash,,126,Cappuccino
4/9/2024,24:10.1,cash,,94.5,Americano
4/9/2024,42:28.5,card,ANON-0000-0000-0091,121.905,Latte
4/9/2024,11:48.7,card,ANON-0000-0000-0107,121.905,Hot Chocolate
4/9/2024,25:23.9,card,ANON-0000-0000-0049,121.905,Hot Chocolate
4/10/2024,21:26.2,cash,,78.75,Espresso
4/10/2024,55:07.0,cash,,126,Hot Chocolate
4/10/2024,55:31.2,card,ANON-0000-0000-0108,75.6,Espresso
4/10/2024,24:59.3,card,ANON-0000-0000-0009,121.905,Cappuccino
4/10/2024,04:05.4,card,ANON-0000-0000-0109,121.905,Latte
4/11/2024,41:23.2,card,ANON-0000-0000-0110,91.035,Americano
4/11/2024,42:59.4,card,ANON-0000-0000-0110,91.035,Americano
4/11/2024,35:23.1,card,ANON-0000-0000-0017,121.905,Latte
4/11/2024,16:56.6,card,ANON-0000-0000-0106,121.905,Cappuccino
4/11/2024,18:36.6,card,ANON-0000-0000-0024,106.47,Americano with Milk
4/12/2024,03:43.4,card,ANON-0000-0000-0019,121.905,Hot Chocolate
4/12/2024,38:23.2,card,ANON-0000-0000-0009,91.035,Cortado
4/13/2024,29:19.8,card,ANON-0000-0000-0009,121.905,Latte
4/13/2024,43:02.4,card,ANON-0000-0000-0012,91.035,Americano
4/13/2024,06:52.3,cash,,126,Hot Chocolate
4/13/2024,07:56.0,cash,,126,Hot Chocolate
4/13/2024,18:03.9,card,ANON-0000-0000-0111,121.905,Cappuccino
4/13/2024,19:39.8,card,ANON-0000-0000-0111,121.905,Latte
4/13/2024,51:26.0,card,ANON-0000-0000-0112,121.905,Cappuccino
4/13/2024,53:19.2,card,ANON-0000-0000-0012,121.905,Cappuccino
4/14/2024,55:27.4,cash,,126,Latte
4/14/2024,24:39.0,card,ANON-0000-0000-0113,121.905,Cappuccino
4/14/2024,27:09.0,cash,,94.5,Cortado
4/14/2024,29:06.9,cash,,94.5,Cortado
4/14/2024,31:36.0,cash,,110.25,Americano with Milk
4/14/2024,21:49.8,card,ANON-0000-0000-0114,91.035,Cortado
4/14/2024,23:31.6,card,ANON-0000-0000-0012,91.035,Americano
4/14/2024,24:26.9,card,ANON-0000-0000-0012,91.035,Americano
4/14/2024,25:18.1,card,ANON-0000-0000-0012,91.035,Americano
4/14/2024,46:27.7,card,ANON-0000-0000-0017,121.905,Cappuccino
4/14/2024,59:54.8,card,ANON-0000-0000-0012,91.035,Cortado
4/14/2024,00:45.4,card,ANON-0000-0000-0019,121.905,Latte
4/14/2024,38:19.6,card,ANON-0000-0000-0115,121.905,Cappuccino
4/15/2024,45:24.6,card,ANON-0000-0000-0064,91.035,Americano
4/15/2024,01:46.4,card,ANON-0000-0000-0003,91.035,Americano
4/15/2024,02:49.7,card,ANON-0000-0000-0004,106.47,Americano with Milk
4/15/2024,33:03.0,card,ANON-0000-0000-0009,106.47,Americano with Milk
4/15/2024,41:58.1,cash,,78.75,Espresso
4/16/2024,43:49.9,cash,,110.25,Americano with Milk
4/16/2024,46:25.7,card,ANON-0000-0000-0116,106.47,Americano with Milk
4/16/2024,40:47.7,card,ANON-0000-0000-0117,121.905,Cocoa
4/16/2024,52:07.7,card,ANON-0000-0000-0064,91.035,Cortado
4/16/2024,03:16.9,card,ANON-0000-0000-0118,91.035,Americano
4/16/2024,42:04.2,card,ANON-0000-0000-0024,106.47,Americano with Milk
4/16/2024,43:23.0,card,ANON-0000-0000-0009,121.905,Cappuccino
4/16/2024,09:05.3,card,ANON-0000-0000-0050,121.905,Cocoa
4/17/2024,32:59.8,card,ANON-0000-0000-0012,91.035,Americano
4/17/2024,44:00.2,card,ANON-0000-0000-0119,75.6,Espresso
4/17/2024,13:24.3,cash,,126,Cappuccino
