date,datetime,cash_type,card,money,coffee_name
5/26/24,2024-05-26 21:02:37,card,ANON-0000-0000-0221,27.92,Cortado
5/26/24,2024-05-26 21:03:52,card,ANON-0000-0000-0222,37.72,Cappuccino
5/26/24,2024-05-26 21:04:59,card,ANON-0000-0000-0221,37.72,Latte
5/26/24,2024-05-26 21:06:03,card,ANON-0000-0000-0223,37.72,Cappuccino
5/27/24,2024-05-27 11:34:55,card,ANON-0000-0000-0012,27.92,Americano
5/27/24,2024-05-27 14:05:22,card,ANON-0000-0000-0224,32.82,Americano with Milk
5/27/24,2024-05-27 14:06:44,card,ANON-0000-0000-0224,37.72,Cocoa
5/27/24,2024-05-27 15:11:34,card,ANON-0000-0000-0225,27.92,Americano
5/27/24,2024-05-27 15:14:06,card,ANON-0000-0000-0225,27.92,Americano
5/27/24,2024-05-27 17:50:56,card,ANON-0000-0000-0203,37.72,Latte
5/27/24,2024-05-27 18:00:51,card,ANON-0000-0000-0226,27.92,Americano
5/27/24,2024-05-27 19:16:27,card,ANON-0000-0000-0227,37.72,Latte
5/27/24,2024-05-27 19:17:39,card,ANON-0000-0000-0228,37.72,Latte
5/27/24,2024-05-27 21:29:07,card,ANON-0000-0000-0192,32.82,Americano with Milk
5/27/24,2024-05-27 21:30:20,card,ANON-0000-0000-0206,37.72,Cappuccino
5/28/24,2024-05-28 08:37:09,card,ANON-0000-0000-0012,32.82,Americano with Milk
5/28/24,2024-05-28 09:20:11,card,ANON-0000-0000-0097,32.82,Americano with Milk
5/28/24,2024-05-28 11:48:18,card,ANON-0000-0000-0229,37.72,Cappuccino
5/28/24,2024-05-28 13:14:40,card,ANON-0000-0000-0230,37.72,Cappuccino
5/28/24,2024-05-28 14:10:54,card,ANON-0000-0000-0194,37.72,Cocoa
5/28/24,2024-05-28 16:25:39,card,ANON-0000-0000-0141,27.92,Cortado
5/28/24,2024-05-28 17:21:44,cash,,39,Cappuccino
5/28/24,2024-05-28 19:09:29,card,ANON-0000-0000-0231,27.92,Americano
5/28/24,2024-05-28 19:10:31,card,ANON-0000-0000-0231,37.72,Latte
5/28/24,2024-05-28 20:24:32,card,ANON-0000-0000-0009,32.82,Americano with Milk
5/28/24,2024-05-28 20:50:19,card,ANON-0000-0000-0012,27.92,Americano
5/29/24,2024-05-29 09:14:44,card,ANON-0000-0000-0232,37.72,Latte
5/29/24,2024-05-29 10:48:47,cash,,39,Latte
5/29/24,2024-05-29 11:14:03,card,ANON-0000-0000-0233,37.72,Hot Chocolate
5/29/24,2024-05-29 15:10:49,card,ANON-0000-0000-0234,27.92,Americano
5/29/24,2024-05-29 15:22:56,card,ANON-0000-0000-0235,37.72,Latte
5/29/24,2024-05-29 15:45:13,card,ANON-0000-0000-0236,37.72,Cappuccino
5/29/24,2024-05-29 16:45:04,card,ANON-0000-0000-0237,37.72,Latte
5/29/24,2024-05-29 18:24:03,card,ANON-0000-0000-0238,27.92,Cortado
5/29/24,2024-05-29 18:24:59,card,ANON-0000-0000-0238,37.72,Latte
5/29/24,2024-05-29 20:30:42,card,ANON-0000-0000-0239,37.72,Hot Chocolate
5/29/24,2024-05-29 20:32:35,card,ANON-0000-0000-0240,37.72,Cocoa
5/30/24,2024-05-30 08:29:06,card,ANON-0000-0000-0241,37.72,Cappuccino
5/30/24,2024-05-30 08:30:22,card,ANON-0000-0000-0241,37.72,Latte
5/30/24,2024-05-30 08:37:05,card,ANON-0000-0000-0242,32.82,Americano with Milk
5/30/24,2024-05-30 09:47:59,card,ANON-0000-0000-0001,37.72,Latte
5/30/24,2024-05-30 14:56:15,card,ANON-0000-0000-0097,32.82,Americano with Milk
5/30/24,2024-05-30 15:16:16,card,ANON-0000-0000-0243,23.02,Espresso
5/30/24,2024-05-30 15:17:39,card,ANON-0000-0000-0012,23.02,Espresso
5/30/24,2024-05-30 19:53:11,card,ANON-0000-0000-0206,37.72,Cappuccino
5/30/24,2024-05-30 20:31:05,card,ANON-0000-0000-0244,37.72,Latte
5/30/24,2024-05-30 20:46:14,card,ANON-0000-0000-0009,37.72,Hot Chocolate
5/30/24,2024-05-30 20:47:22,card,ANON-0000-0000-0009,32.82,Americano with Milk
5/31/24,2024-05-31 07:53:57,card,ANON-0000-0000-0245,32.82,Americano with Milk
5/31/24,2024-05-31 09:21:08,card,ANON-0000-0000-0246,37.72,Latte
5/31/24,2024-05-31 09:23:59,cash,,39,Latte
5/31/24,2024-05-31 10:38:08,card,ANON-0000-0000-0247,37.72,Hot Chocolate
5/31/24,2024-05-31 10:39:06,card,ANON-0000-0000-0248,37.72,Cocoa
5/31/24,2024-05-31 14:50:13,card,ANON-0000-0000-0249,32.82,Americano with Milk
5/31/24,2024-05-31 18:23:45,card,ANON-0000-0000-0250,37.72,Latte
5/31/24,2024-05-31 18:25:03,card,ANON-0000-0000-0250,37.72,Latte
5/31/24,2024-05-31 20:06:39,card,ANON-0000-0000-0180,37.72,Cappuccino
5/31/24,2024-05-31 20:33:06,card,ANON-0000-0000-0134,32.82,Americano with Milk
5/31/24,2024-05-31 20:34:33,card,ANON-0000-0000-0134,37.72,Latte
5/31/24,2024-05-31 22:05:47,card,ANON-0000-0000-0206,37.72,Cappuccino
5/31/24,2024-05-31 22:06:52,card,ANON-0000-0000-0206,32.82,Americano with Milk
5/31/24,2024-05-31 22:07:55,card,ANON-0000-0000-0206,27.92,Cortado
6/1/24,2024-06-01 08:27:02,card,ANON-0000-0000-0141,27.92,Cortado
6/1/24,2024-06-01 09:48:25,card,ANON-0000-0000-0232,37.72,Latte
6/1/24,2024-06-01 11:38:09,card,ANON-0000-0000-0250,37.72,Latte
6/1/24,2024-06-01 14:28:54,card,ANON-0000-0000-0097,32.82,Americano with Milk
6/1/24,2024-06-01 18:20:13,card,ANON-0000-0000-0251,32.82,Americano with Milk
6/1/24,2024-06-01 18:21:15,card,ANON-0000-0000-0251,32.82,Americano with Milk
6/1/24,2024-06-01 20:50:10,card,ANON-0000-0000-0154,37.72,Cappuccino
6/1/24,2024-06-01 20:51:14,card,ANON-0000-0000-0154,37.72,Cappuccino
6/1/24,2024-06-01 20:54:59,cash,,39,Cocoa
6/1/24,2024-06-01 20:59:10,card,ANON-0000-0000-0252,37.72,Cocoa
6/1/24,2024-06-01 21:51:05,card,ANON-0000-0000-0009,32.82,Americano with Milk
6/2/24,2024-06-02 20:03:26,card,ANON-0000-0000-0009,37.72,Latte
6/2/24,2024-06-02 20:24:02,card,ANON-0000-0000-0040,32.82,Americano with Milk
6/2/24,2024-06-02 20:25:07,card,ANON-0000-0000-0040,37.72,Cappuccino
6/2/24,2024-06-02 21:07:21,card,ANON-0000-0000-0097,32.82,Americano with Milk
6/2/24,2024-06-02 21:30:12,card,ANON-0000-0000-0253,37.72,Latte
6/2/24,2024-06-02 22:43:11,cash,,34,Americano with Milk
6/3/24,2024-06-03 10:12:04,card,ANON-0000-0000-0001,37.72,Latte
6/3/24,2024-06-03 10:27:50,card,ANON-0000-0000-0191,37.72,Latte
6/3/24,2024-06-03 14:31:42,card,ANON-0000-0000-0025,37.72,Cappuccino
6/3/24,2024-06-03 14:33:01,card,ANON-0000-0000-0024,32.82,Americano with Milk
6/3/24,2024-06-03 14:34:07,card,ANON-0000-0000-0009,37.72,Latte
6/3/24,2024-06-03 21:42:52,cash,,34,Americano with Milk
6/3/24,2024-06-03 21:43:37,cash,,34,Americano with Milk
6/4/24,2024-06-04 09:23:43,card,ANON-0000-0000-0141,27.92,Cortado
6/4/24,2024-06-04 10:27:14,card,ANON-0000-0000-0097,32.82,Americano with Milk
6/4/24,2024-06-04 12:02:10,card,ANON-0000-0000-0254,37.72,Latte
6/4/24,2024-06-04 12:05:29,card,ANON-0000-0000-0254,37.72,Hot Chocolate
6/4/24,2024-06-04 15:30:32,card,ANON-0000-0000-0255,37.72,Latte
6/4/24,2024-06-04 17:46:37,card,ANON-0000-0000-0192,27.92,Cortado
6/4/24,2024-06-04 17:47:29,card,ANON-0000-0000-0192,37.72,Cappuccino
6/4/24,2024-06-04 20:13:01,card,ANON-0000-0000-0256,37.72,Hot Chocolate
6/4/24,2024-06-04 20:50:34,card,ANON-0000-0000-0257,37.72,Cappuccino
6/4/24,2024-06-04 21:31:59,card,ANON-0000-0000-0258,27.92,Cortado
6/4/24,2024-06-04 21:33:03,card,ANON-0000-0000-0259,32.82,Americano with Milk
6/4/24,2024-06-04 21:34:56,card,ANON-0000-0000-0260,32.82,Americano with Milk
6/4/24,2024-06-04 21:36:07,card,ANON-0000-0000-0260,32.82,Americano with Milk
6/4/24,2024-06-04 21:37:15,card,ANON-0000-0000-0260,32.82,Americano with Milk
6/5/24,2024-06-05 08:21:49,card,ANON-0000-0000-0261,37.72,Cappuccino
6/5/24,2024-06-05 08:23:07,card,ANON-0000-0000-0261,37.72,Cappuccino
6/5/24,2024-06-05 09:22:43,card,ANON-0000-0000-0262,27.92,Americano
6/5/24,2024-06-05 10:28:51,card,ANON-0000-0000-0001,37.72,Latte
6/5/24,2024-06-05 10:40:53,card,ANON-0000-0000-0097,32.82,Americano with Milk
6/5/24,2024-06-05 19:43:58,card,ANON-0000-0000-0263,32.82,Americano with Milk
6/5/24,2024-06-05 19:59:54,card,ANON-0000-0000-0264,37.72,Latte
6/5/24,2024-06-05 20:10:48,card,ANON-0000-0000-0220,37.72,Cocoa
6/5/24,2024-06-05 20:12:02,card,ANON-0000-0000-0220,27.92,Cortado
6/6/24,2024-06-06 08:52:56,card,ANON-0000-0000-0097,32.82,Americano with Milk
6/6/24,2024-06-06 08:54:08,card,ANON-0000-0000-0097,32.82,Americano with Milk
6/6/24,2024-06-06 10:36:10,card,ANON-0000-0000-0001,37.72,Latte
6/6/24,2024-06-06 12:17:41,card,ANON-0000-0000-0265,27.92,Americano
6/6/24,2024-06-06 15:11:14,card,ANON-0000-0000-0224,32.82,Americano with Milk
6/6/24,2024-06-06 15:24:06,card,ANON-0000-0000-0266,37.72,Cappuccino
6/6/24,2024-06-06 21:14:05,card,ANON-0000-0000-0267,37.72,Latte
6/6/24,2024-06-06 21:15:42,card,ANON-0000-0000-0267,37.72,Latte
6/6/24,2024-06-06 21:18:27,card,ANON-0000-0000-0206,37.72,Cappuccino
6/6/24,2024-06-06 21:19:30,card,ANON-0000-0000-0206,32.82,Americano with Milk
6/6/24,2024-06-06 21:21:04,card,ANON-0000-0000-0267,37.72,Latte
6/7/24,2024-06-07 08:18:04,card,ANON-0000-0000-0268,37.72,Cappuccino
6/7/24,2024-06-07 10:35:28,card,ANON-0000-0000-0269,23.02,Espresso
6/7/24,2024-06-07 13:34:18,card,ANON-0000-0000-0164,32.82,Americano with Milk
6/7/24,2024-06-07 16:45:42,card,ANON-0000-0000-0270,27.92,Cortado
6/7/24,2024-06-07 16:47:15,card,ANON-0000-0000-0270,27.92,Cortado
6/8/24,2024-06-08 09:04:20,card,ANON-0000-0000-0271,27.92,Cortado
6/8/24,2024-06-08 09:26:11,card,ANON-0000-0000-0097,32.82,Americano with Milk
6/8/24,2024-06-08 20:24:54,card,ANON-0000-0000-0134,37.72,Cappuccino
6/8/24,2024-06-08 20:25:56,card,ANON-0000-0000-0134,37.72,Cappuccino
6/9/24,2024-06-09 08:15:53,card,ANON-0000-0000-0097,37.72,Latte
6/9/24,2024-06-09 10:30:04,card,ANON-0000-0000-0272,37.72,Latte
6/9/24,2024-06-09 10:52:06,card,ANON-0000-0000-0273,37.72,Cappuccino
6/9/24,2024-06-09 11:04:41,card,ANON-0000-0000-0141,27.92,Cortado
6/9/24,2024-06-09 11:07:08,card,ANON-0000-0000-0274,23.02,Espresso
6/9/24,2024-06-09 11:52:50,card,ANON-0000-0000-0275,37.72,Cappuccino
6/9/24,2024-06-09 12:11:24,card,ANON-0000-0000-0276,32.82,Americano with Milk
6/9/24,2024-06-09 12:13:08,card,ANON-0000-0000-0276,37.72,Latte
6/9/24,2024-06-09 12:14:11,card,ANON-0000-0000-0276,37.72,Latte
6/9/24,2024-06-09 15:10:31,card,ANON-0000-0000-0277,27.92,Cortado
6/9/24,2024-06-09 16:17:28,card,ANON-0000-0000-0278,37.72,Cappuccino
6/9/24,2024-06-09 19:21:19,card,ANON-0000-0000-0279,32.82,Americano with Milk
6/9/24,2024-06-09 21:05:09,card,ANON-0000-0000-0280,27.92,Americano
6/10/24,2024-06-10 12:47:50,card,ANON-0000-0000-0281,37.72,Cappuccino
6/10/24,2024-06-10 12:56:48,card,ANON-0000-0000-0097,37.72,Latte
6/10/24,2024-06-10 19:04:28,card,ANON-0000-0000-0282,37.72,Hot Chocolate
6/10/24,2024-06-10 19:05:23,card,ANON-0000-0000-0282,37.72,Hot Chocolate
6/10/24,2024-06-10 19:37:24,card,ANON-0000-0000-0283,37.72,Latte
6/10/24,2024-06-10 19:38:20,card,ANON-0000-0000-0283,37.72,Latte
6/11/24,2024-06-11 10:38:04,card,ANON-0000-0000-0284,32.82,Americano with Milk
6/11/24,2024-06-11 18:48:25,card,ANON-0000-0000-0285,37.72,Latte
6/11/24,2024-06-11 18:49:36,card,ANON-0000-0000-0285,37.72,Latte
6/11/24,2024-06-11 21:17:03,card,ANON-0000-0000-0286,37.72,Hot Chocolate
6/11/24,2024-06-11 21:27:42,card,ANON-0000-0000-0287,32.82,Americano with Milk
6/11/24,2024-06-11 21:28:50,card,ANON-0000-0000-0287,32.82,Americano with Milk
6/12/24,2024-06-12 10:18:19,card,ANON-0000-0000-0288,37.72,Hot Chocolate
6/12/24,2024-06-12 11:51:44,card,ANON-0000-0000-0289,37.72,Cappuccino
6/12/24,2024-06-12 17:41:17,card,ANON-0000-0000-0283,37.72,Latte
6/12/24,2024-06-12 17:47:28,card,ANON-0000-0000-0290,37.72,Latte
6/12/24,2024-06-12 20:16:34,card,ANON-0000-0000-0256,37.72,Hot Chocolate
6/12/24,2024-06-12 20:25:34,card,ANON-0000-0000-0291,32.82,Americano with Milk
6/13/24,2024-06-13 08:54:24,card,ANON-0000-0000-0292,27.92,Americano
6/13/24,2024-06-13 08:57:26,card,ANON-0000-0000-0097,37.72,Latte
6/13/24,2024-06-13 09:50:25,card,ANON-0000-0000-0293,32.82,Americano with Milk
6/13/24,2024-06-13 09:57:12,card,ANON-0000-0000-0141,27.92,Cortado
6/13/24,2024-06-13 17:04:59,card,ANON-0000-0000-0294,32.82,Americano with Milk
6/13/24,2024-06-13 17:27:47,card,ANON-0000-0000-0295,37.72,Hot Chocolate
6/13/24,2024-06-13 19:22:19,card,ANON-0000-0000-0296,37.72,Latte
6/13/24,2024-06-13 20:20:52,card,ANON-0000-0000-0012,32.82,Americano with Milk
6/13/24,2024-06-13 20:43:46,card,ANON-0000-0000-0012,23.02,Espresso
6/13/24,2024-06-13 20:45:01,card,ANON-0000-0000-0295,23.02,Espresso
6/13/24,2024-06-13 20:48:18,card,ANON-0000-0000-0009,32.82,Americano with Milk
6/13/24,2024-06-13 21:02:28,card,ANON-0000-0000-0009,32.82,Americano with Milk
6/14/24,2024-06-14 07:46:13,card,ANON-0000-0000-0141,27.92,Cortado
6/14/24,2024-06-14 10:30:32,card,ANON-0000-0000-0297,27.92,Americano
6/14/24,2024-06-14 12:14:42,card,ANON-0000-0000-0097,37.72,Latte
6/14/24,2024-06-14 18:29:53,card,ANON-0000-0000-0298,32.82,Americano with Milk
6/15/24,2024-06-15 11:26:02,card,ANON-0000-0000-0299,37.72,Cappuccino
6/15/24,2024-06-15 12:21:28,card,ANON-0000-0000-0300,37.72,Latte
6/15/24,2024-06-15 12:22:47,card,ANON-0000-0000-0300,32.82,Americano with Milk
6/15/24,2024-06-15 12:23:52,card,ANON-0000-0000-0300,23.02,Espresso
6/15/24,2024-06-15 12:24:35,card,ANON-0000-0000-0300,37.72,Cocoa
6/15/24,2024-06-15 12:25:24,card,ANON-0000-0000-0300,32.82,Americano with Milk
6/15/24,2024-06-15 16:03:30,card,ANON-0000-0000-0301,32.82,Americano with Milk
6/15/24,2024-06-15 18:14:05,card,ANON-0000-0000-0302,27.92,Americano
6/16/24,2024-06-16 10:43:51,card,ANON-0000-0000-0059,32.82,Americano with Milk
6/16/24,2024-06-16 10:58:41,card,ANON-0000-0000-0303,37.72,Latte
6/16/24,2024-06-16 11:00:38,card,ANON-0000-0000-0303,37.72,Hot Chocolate
6/16/24,2024-06-16 11:01:41,card,ANON-0000-0000-0303,37.72,Hot Chocolate
6/16/24,2024-06-16 12:49:28,card,ANON-0000-0000-0276,32.82,Americano with Milk
6/16/24,2024-06-16 14:00:39,card,ANON-0000-0000-0274,23.02,Espresso
6/16/24,2024-06-16 15:02:36,card,ANON-0000-0000-0304,32.82,Americano with Milk
6/16/24,2024-06-16 15:05:10,card,ANON-0000-0000-0304,32.82,Americano with Milk
6/16/24,2024-06-16 15:44:00,card,ANON-0000-0000-0305,37.72,Hot Chocolate
6/16/24,2024-06-16 16:47:37,card,ANON-0000-0000-0306,37.72,Hot Chocolate
6/16/24,2024-06-16 17:45:17,card,ANON-0000-0000-0059,32.82,Americano with Milk
6/16/24,2024-06-16 17:46:17,card,ANON-0000-0000-0059,32.82,Americano with Milk
6/17/24,2024-06-17 08:57:24,card,ANON-0000-0000-0307,27.92,Americano
6/17/24,2024-06-17 10:12:05,card,ANON-0000-0000-0308,27.92,Cortado
6/17/24,2024-06-17 10:13:38,card,ANON-0000-0000-0308,27.92,Cortado
6/17/24,2024-06-17 10:55:52,card,ANON-0000-0000-0042,37.72,Cappuccino
6/17/24,2024-06-17 14:51:35,card,ANON-0000-0000-0164,37.72,Cappuccino
6/17/24,2024-06-17 16:50:13,card,ANON-0000-0000-0012,37.72,Cappuccino
6/17/24,2024-06-17 16:51:11,card,ANON-0000-0000-0012,37.72,Cappuccino
6/17/24,2024-06-17 16:52:36,card,ANON-0000-0000-0012,27.92,Americano
6/17/24,2024-06-17 18:51:20,card,ANON-0000-0000-0309,27.92,Americano
6/17/24,2024-06-17 21:16:11,card,ANON-0000-0000-0009,32.82,Americano with Milk
6/18/24,2024-06-18 14:04:06,card,ANON-0000-0000-0299,27.92,Americano
6/18/24,2024-06-18 14:05:12,card,ANON-0000-0000-0299,37.72,Cappuccino
6/18/24,2024-06-18 19:20:41,card,ANON-0000-0000-0154,37.72,Cappuccino
6/18/24,2024-06-18 19:21:39,card,ANON-0000-0000-0154,37.72,Cappuccino
6/18/24,2024-06-18 20:35:49,card,ANON-0000-0000-0310,27.92,Cortado
6/18/24,2024-06-18 21:20:50,card,ANON-0000-0000-0012,32.82,Americano with Milk
6/18/24,2024-06-18 21:22:19,card,ANON-0000-0000-0012,32.82,Americano with Milk
6/19/24,2024-06-19 07:47:20,card,ANON-0000-0000-0311,37.72,Latte
6/19/24,2024-06-19 08:17:55,card,ANON-0000-0000-0141,27.92,Cortado
6/19/24,2024-06-19 10:54:00,card,ANON-0000-0000-0312,27.92,Americano
6/19/24,2024-06-19 11:11:28,card,ANON-0000-0000-0313,37.72,Latte
6/19/24,2024-06-19 11:12:31,card,ANON-0000-0000-0313,37.72,Cocoa
6/19/24,2024-06-19 14:21:36,card,ANON-0000-0000-0164,32.82,Americano with Milk
6/19/24,2024-06-19 18:28:43,card,ANON-0000-0000-0153,37.72,Cappuccino
6/19/24,2024-06-19 18:29:59,card,ANON-0000-0000-0153,37.72,Latte
6/19/24,2024-06-19 19:31:31,card,ANON-0000-0000-0009,32.82,Americano with Milk
6/19/24,2024-06-19 21:28:59,card,ANON-0000-0000-0192,37.72,Cappuccino
6/19/24,2024-06-19 21:30:03,card,ANON-0000-0000-0192,32.82,Americano with Milk
6/20/24,2024-06-20 10:50:06,card,ANON-0000-0000-0097,37.72,Latte
6/20/24,2024-06-20 18:59:02,card,ANON-0000-0000-0314,37.72,Latte
6/20/24,2024-06-20 19:00:00,card,ANON-0000-0000-0314,37.72,Latte
6/20/24,2024-06-20 21:39:10,card,ANON-0000-0000-0257,37.72,Latte
6/20/24,2024-06-20 21:57:41,card,ANON-0000-0000-0009,37.72,Latte
6/20/24,2024-06-20 21:59:18,card,ANON-0000-0000-0009,32.82,Americano with Milk
6/21/24,2024-06-21 09:59:56,card,ANON-0000-0000-0311,37.72,Latte
6/21/24,2024-06-21 10:01:40,card,ANON-0000-0000-0315,27.92,Americano
6/21/24,2024-06-21 13:19:19,card,ANON-0000-0000-0012,32.82,Americano with Milk
6/21/24,2024-06-21 13:20:32,card,ANON-0000-0000-0012,32.82,Americano with Milk
6/21/24,2024-06-21 18:12:16,card,ANON-0000-0000-0316,23.02,Espresso
6/21/24,2024-06-21 19:30:27,card,ANON-0000-0000-0009,37.72,Latte
6/21/24,2024-06-21 19:47:06,card,ANON-0000-0000-0154,37.72,Cappuccino
6/21/24,2024-06-21 19:48:07,card,ANON-0000-0000-0154,37.72,Cappuccino
6/21/24,2024-06-21 19:49:55,card,ANON-0000-0000-0180,37.72,Cappuccino
6/21/24,2024-06-21 19:51:00,card,ANON-0000-0000-0180,37.72,Cappuccino
6/21/24,2024-06-21 19:52:19,card,ANON-0000-0000-0180,27.92,Americano
6/21/24,2024-06-21 19:55:37,card,ANON-0000-0000-0311,32.82,Americano with Milk
6/22/24,2024-06-22 08:39:50,card,ANON-0000-0000-0141,27.92,Cortado
6/22/24,2024-06-22 09:37:49,card,ANON-0000-0000-0311,32.82,Americano with Milk
6/22/24,2024-06-22 12:53:16,card,ANON-0000-0000-0317,32.82,Americano with Milk
6/22/24,2024-06-22 15:37:20,card,ANON-0000-0000-0009,37.72,Latte
6/22/24,2024-06-22 22:10:23,card,ANON-0000-0000-0318,37.72,Cappuccino
6/23/24,2024-06-23 18:12:01,card,ANON-0000-0000-0012,32.82,Americano with Milk
6/23/24,2024-06-23 18:13:51,card,ANON-0000-0000-0012,32.82,Americano with Milk
6/23/24,2024-06-23 21:06:47,card,ANON-0000-0000-0319,37.72,Cappuccino
6/23/24,2024-06-23 21:29:08,card,ANON-0000-0000-0320,37.72,Latte
6/23/24,2024-06-23 21:30:36,card,ANON-0000-0000-0320,37.72,Cappuccino
6/24/24,2024-06-24 11:44:40,card,ANON-0000-0000-0164,32.82,Americano with Milk
6/24/24,2024-06-24 11:49:36,card,ANON-0000-0000-0180,37.72,Cappuccino
6/24/24,2024-06-24 11:50:44,card,ANON-0000-0000-0180,37.72,Cappuccino
6/24/24,2024-06-24 15:02:29,card,ANON-0000-0000-0321,37.72,Latte
6/24/24,2024-06-24 16:46:01,card,ANON-0000-0000-0203,37.72,Cappuccino
6/24/24,2024-06-24 16:47:00,card,ANON-0000-0000-0203,37.72,Cappuccino
6/25/24,2024-06-25 08:19:24,card,ANON-0000-0000-0322,37.72,Latte
6/25/24,2024-06-25 10:28:26,card,ANON-0000-0000-0012,32.82,Americano with Milk
6/25/24,2024-06-25 10:29:42,card,ANON-0000-0000-0040,32.82,Americano with Milk
6/25/24,2024-06-25 11:34:52,card,ANON-0000-0000-0203,37.72,Cappuccino
6/26/24,2024-06-26 09:33:02,card,ANON-0000-0000-0323,37.72,Latte
6/26/24,2024-06-26 16:32:29,card,ANON-0000-0000-0324,23.02,Espresso
6/26/24,2024-06-26 16:34:02,card,ANON-0000-0000-0325,27.92,Americano
6/26/24,2024-06-26 21:21:53,card,ANON-0000-0000-0009,37.72,Latte
6/26/24,2024-06-26 21:27:01,card,ANON-0000-0000-0009,37.72,Cappuccino
6/26/24,2024-06-26 21:28:15,card,ANON-0000-0000-0206,32.82,Americano with Milk
6/27/24,2024-06-27 09:15:43,card,ANON-0000-0000-0326,32.82,Americano with Milk
6/27/24,2024-06-27 16:11:48,card,ANON-0000-0000-0327,27.92,Cortado
6/27/24,2024-06-27 21:44:03,card,ANON-0000-0000-0328,32.82,Americano with Milk
6/27/24,2024-06-27 21:50:32,card,ANON-0000-0000-0329,37.72,Cappuccino
6/28/24,2024-06-28 08:08:35,card,ANON-0000-0000-0141,27.92,Cortado
6/28/24,2024-06-28 17:51:54,card,ANON-0000-0000-0274,23.02,Espresso
6/28/24,2024-06-28 21:50:55,card,ANON-0000-0000-0330,32.82,Americano with Milk
6/28/24,2024-06-28 21:52:02,card,ANON-0000-0000-0331,37.72,Latte
6/28/24,2024-06-28 22:28:20,card,ANON-0000-0000-0332,37.72,Cappuccino
6/29/24,2024-06-29 09:47:10,card,ANON-0000-0000-0097,32.82,Americano with Milk
6/29/24,2024-06-29 11:40:20,card,ANON-0000-0000-0333,32.82,Americano with Milk
6/29/24,2024-06-29 11:41:27,card,ANON-0000-0000-0333,32.82,Americano with Milk
6/29/24,2024-06-29 12:30:24,card,ANON-0000-0000-0334,37.72,Cappuccino
6/29/24,2024-06-29 12:31:43,card,ANON-0000-0000-0334,37.72,Cappuccino
6/29/24,2024-06-29 17:23:44,card,ANON-0000-0000-0335,37.72,Cappuccino
6/29/24,2024-06-29 17:24:52,card,ANON-0000-0000-0335,37.72,Hot Chocolate
6/29/24,2024-06-29 21:27:22,card,ANON-0000-0000-0009,37.72,Latte
6/30/24,2024-06-30 10:28:10,card,ANON-0000-0000-0336,37.72,Latte
6/30/24,2024-06-30 13:05:51,card,ANON-0000-0000-0337,23.02,Espresso
6/30/24,2024-06-30 16:54:42,card,ANON-0000-0000-0009,37.72,Hot Chocolate
6/30/24,2024-06-30 21:04:10,card,ANON-0000-0000-0097,32.82,Americano with Milk
